200, 3851, 5233, 335
201, 5568, 1671, 137
202, 4979, 8175, 457
203, 1481, 5258, 671
204, 4014, 4725, 176
205, 5492, 9270, 508
206, 8501, 1845, 234
207, 6346, 1850, 399
208, 830, 1693, 480
209, 7905, 6247, 948
210, 329, 1305, 110
211, 1744, 2490, 630
212, 6937, 9766, 588
213, 7854, 6055, 495
214, 4740, 8261, 721
215, 2837, 8450, 381
216, 8429, 5099, 185
217, 5302, 9298, 545
218, 7136, 2655, 397
219, 5856, 8155, 269
220, 1988, 5163, 374
221, 105, 7934, 83
222, 87, 7877, 439
223, 9916, 5801, 250
224, 3379, 1387, 547
225, 9204, 9453, 967
226, 5385, 2497, 575
227, 1443, 2053, 184
228, 6058, 1597, 95
229, 3085, 5707, 264
230, 4145, 2270, 738
231, 2849, 8174, 960
232, 4585, 6863, 291
233, 1094, 5094, 852
234, 7922, 3473, 671
235, 3330, 5543, 24
236, 5871, 1513, 415
237, 8412, 6612, 592
238, 8307, 7940, 873
239, 6665, 7733, 418
240, 1192, 1151, 175
241, 6062, 2151, 684
242, 5786, 3435, 82
243, 5794, 5078, 590
244, 3635, 9327, 591
245, 8558, 4899, 342
246, 1111, 7669, 791
247, 5067, 4264, 774
248, 9521, 2404, 345
249, 1375, 7345, 979
250, 516, 2039, 134
251, 5542, 9786, 951
252, 3659, 7271, 262
253, 4628, 6486, 720
254, 2854, 3206, 155
255, 7151, 2953, 148
256, 6558, 3650, 796
257, 5677, 9000, 398
258, 7813, 8321, 944
259, 2427, 3645, 751
260, 3637, 2109, 998
261, 2063, 1015, 668
262, 7266, 7627, 388
263, 6494, 3784, 86
264, 5356, 4549, 195
265, 8478, 5957, 552
266, 6862, 4409, 146
267, 342, 7199, 571
268, 1134, 9924, 618
269, 4800, 8071, 811
270, 1634, 2972, 294
271, 2936, 9030, 382
272, 1069, 1827, 347
273, 1988, 1179, 771
274, 7207, 2753, 966
275, 895, 5804, 338
276, 1693, 6810, 679
277, 9757, 9779, 859
278, 7003, 4756, 765
279, 6925, 2511, 483
280, 5758, 4197, 129
281, 717, 6872, 853
282, 4890, 4721, 493
283, 3541, 6601, 65
284, 341, 4411, 881
285, 2808, 7667, 118
286, 386, 9451, 733
287, 5518, 7575, 549
288, 4351, 6026, 359
289, 3678, 2318, 868
290, 5841, 7636, 290
291, 5990, 3993, 372
292, 6999, 6464, 266
293, 9654, 7200, 260
294, 7568, 3406, 860
295, 5733, 3475, 699
296, 7899, 7162, 719
297, 9720, 4235, 13
298, 3109, 7249, 281
299, 379, 8301, 453
300, 5942, 9345, 22
301, 2864, 3659, 313
302, 4753, 3643, 953
303, 9841, 5959, 823
304, 7402, 6005, 326
305, 2627, 7126, 823
306, 5459, 9343, 793
307, 4489, 6405, 989
308, 384, 3367, 912
309, 5941, 6525, 959
310, 5681, 3074, 285
311, 2407, 7244, 756
312, 42, 4561, 918
313, 1749, 4941, 100
314, 3488, 8609, 837
315, 2802, 2564, 364
316, 7790, 4810, 274
317, 7639, 4280, 413
318, 5041, 2707, 28
319, 6261, 7545, 627
320, 4614, 5054, 762
321, 2230, 4045, 18
322, 1729, 1106, 771
323, 116, 7343, 381
324, 480, 4319, 727
325, 1882, 9319, 901
326, 5784, 6962, 418
327, 231, 4671, 482
328, 3488, 2634, 641
329, 8112, 9383, 992
330, 7701, 3322, 170
331, 7930, 1214, 614
332, 9353, 4314, 404
333, 5491, 7113, 479
334, 5092, 5074, 140
335, 1424, 4555, 752
336, 3371, 6534, 977
337, 8408, 6075, 265
338, 135, 6344, 363
339, 2417, 2545, 707
340, 5494, 7918, 212
341, 1340, 5696, 310
342, 1568, 3219, 851
343, 8905, 3968, 170
344, 3503, 4679, 682
345, 8266, 9690, 215
346, 3444, 6809, 23
347, 1129, 4627, 77
348, 6295, 3774, 421
349, 5402, 6466, 503
350, 7017, 7012, 683
351, 1781, 3551, 825
352, 5797, 1558, 282
353, 9989, 4068, 692
354, 9830, 3619, 21
355, 4633, 7426, 982
356, 4082, 6961, 360
357, 9875, 9312, 717
358, 1828, 1707, 429
359, 1486, 6142, 815
360, 1818, 3978, 151
361, 1678, 9294, 485
362, 2510, 7656, 886
363, 7907, 1320, 480
364, 8901, 2556, 181
365, 2326, 6294, 295
366, 7935, 5656, 600
367, 7918, 5796, 747
368, 3001, 1911, 623
369, 9594, 4632, 574
370, 1080, 4804, 176
371, 2719, 5133, 775
372, 1709, 8397, 904
373, 927, 4171, 202
374, 9515, 7025, 997
375, 2834, 9183, 898
376, 1909, 2670, 865
377, 274, 5825, 952
378, 3966, 9484, 103
379, 8019, 8221, 555
380, 3585, 8852, 830
381, 3677, 1354, 209
382, 87, 9256, 75
383, 9956, 4844, 11
384, 9786, 1209, 249
385, 9621, 5620, 655
386, 3784, 5224, 254
387, 1590, 8405, 633
388, 910, 1261, 386
389, 1930, 3293, 546
390, 2859, 5758, 552
391, 1753, 4178, 294
392, 1986, 7206, 986
393, 8799, 8310, 127
394, 10, 1810, 208
395, 470, 4773, 91
396, 4305, 2170, 120
397, 3077, 7986, 583
398, 8308, 1385, 737
399, 2551, 4909, 921
400, 8124, 7833, 306
401, 6032, 9355, 899
402, 7668, 2400, 652
403, 6116, 8175, 243
404, 1426, 3330, 414
405, 5146, 1388, 700
406, 7585, 2622, 940
407, 6071, 1676, 814
408, 774, 2215, 909
409, 1239, 6021, 99
410, 3690, 4591, 64
411, 2471, 2666, 250
412, 3280, 2951, 610
413, 9922, 7926, 403
414, 3532, 8899, 744
415, 6299, 9640, 240
416, 3785, 4028, 38
417, 9126, 5876, 908
418, 9307, 8927, 316
419, 2591, 2753, 302
420, 3911, 1431, 910
421, 2042, 9157, 507
422, 1571, 1349, 58
423, 3709, 7485, 863
424, 8923, 7939, 560
425, 1522, 3952, 375
426, 5949, 3561, 394
427, 7875, 3726, 478
428, 3340, 4966, 1000
429, 2490, 1308, 966
430, 2638, 5863, 58
431, 1374, 9493, 211
432, 4785, 1287, 137
433, 681, 8705, 698
434, 5507, 3007, 194
435, 5903, 2517, 389
436, 7905, 7920, 47
437, 8628, 8807, 916
438, 8522, 3774, 833
439, 68, 7000, 754
440, 4606, 4198, 613
441, 8481, 8447, 324
442, 4453, 8256, 204
443, 4407, 2631, 11
444, 9076, 8338, 747
445, 864, 7525, 883
446, 6303, 8693, 538
447, 4044, 5148, 425
448, 7078, 8899, 100
449, 9953, 3748, 133
450, 2529, 6807, 38
451, 3017, 5487, 832
452, 7476, 1481, 627
453, 8722, 5945, 167
454, 4947, 3621, 321
455, 7502, 3681, 713
456, 5672, 8989, 257
457, 7198, 1233, 77
458, 5129, 3856, 498
459, 1836, 4523, 486
460, 3949, 8763, 833
461, 4678, 2059, 742
462, 3655, 9569, 892
463, 5503, 9950, 758
464, 3156, 8302, 409
465, 9666, 7976, 239
466, 8319, 7602, 41
467, 54, 8139, 781
468, 2995, 5390, 205
469, 2626, 2226, 518
470, 9806, 5813, 75
471, 3880, 9686, 331
472, 551, 4261, 209
473, 9358, 2939, 119
474, 7411, 7097, 449
475, 5266, 6899, 881
476, 9382, 5650, 506
477, 430, 4408, 948
478, 8565, 4620, 107
479, 3344, 2961, 313
480, 5650, 3062, 627
481, 5228, 6804, 841
482, 3250, 6006, 410
483, 1375, 8067, 982
484, 3411, 9407, 414
485, 4148, 7133, 666
486, 8889, 4318, 901
487, 6101, 1133, 620
488, 7333, 9585, 419
489, 2896, 8183, 914
490, 574, 9417, 536
491, 1492, 9406, 848
492, 6019, 7821, 893
493, 6569, 2801, 257
494, 7012, 7299, 62
495, 6528, 9868, 738
496, 2599, 5970, 673
497, 9894, 7032, 345
498, 4220, 6958, 239
499, 6517, 9575, 347
500, 961, 7848, 935
501, 2688, 4863, 915
502, 579, 5615, 565
503, 2355, 8386, 917
504, 6069, 1056, 752
505, 8596, 4189, 875
506, 5572, 1111, 232
507, 5967, 1178, 788
508, 5833, 7201, 288
509, 1747, 3669, 849
510, 9801, 8100, 502
511, 5969, 2803, 683
512, 6022, 3294, 843
513, 7794, 4896, 515
514, 1232, 2031, 988
515, 449, 5401, 121
516, 5401, 7826, 751
517, 4024, 5814, 577
518, 5815, 2206, 829
519, 2344, 9436, 144
520, 3404, 8617, 923
521, 649, 9054, 890
522, 7115, 8542, 256
523, 8828, 3873, 703
524, 13, 2443, 863
525, 8871, 9015, 341
526, 9865, 4649, 287
527, 4183, 5511, 97
528, 873, 9273, 761
529, 612, 7216, 941
530, 7762, 1532, 42
531, 5804, 5704, 483
532, 8851, 1921, 446
533, 7587, 2074, 858
534, 5755, 6136, 59
535, 5765, 6081, 682
536, 2975, 9732, 298
537, 9010, 4946, 105
538, 1779, 5397, 453
539, 8329, 3979, 477
540, 7263, 3895, 404
541, 2668, 9924, 307
542, 3759, 1882, 68
543, 2158, 3926, 700
544, 669, 4348, 962
545, 4101, 3397, 962
546, 4967, 7052, 846
547, 6156, 6773, 549
548, 2979, 9795, 70
549, 4822, 5516, 786
550, 586, 1513, 579
551, 8058, 7240, 258
552, 2407, 8196, 522
553, 2257, 3030, 941
554, 6583, 7834, 479
555, 2311, 5220, 944
556, 5248, 8384, 29
557, 4900, 5470, 908
558, 9890, 7201, 597
559, 7245, 7270, 10
560, 7797, 3038, 190
561, 8765, 4715, 150
562, 8870, 1944, 91
563, 6642, 5737, 754
564, 9885, 8455, 637
565, 4112, 8713, 410
566, 2177, 1546, 464
567, 8928, 8215, 605
568, 7944, 1913, 262
569, 3387, 7043, 526
570, 9990, 1351, 11
571, 7707, 4775, 578
572, 8215, 2167, 557
573, 273, 8318, 832
574, 3018, 9805, 536
575, 8595, 7114, 410
576, 1445, 2127, 202
577, 3456, 4476, 688
578, 5910, 2398, 921
579, 694, 9261, 177
580, 3905, 3812, 947
581, 7944, 7871, 531
582, 7583, 2034, 677
583, 5552, 2333, 643
584, 7999, 2968, 987
585, 1315, 4550, 649
586, 3534, 1792, 355
587, 7759, 4847, 422
588, 5738, 4673, 794
589, 3779, 6649, 308
590, 1937, 3572, 478
591, 8618, 6336, 485
592, 6249, 5963, 408
593, 2242, 6797, 854
594, 8801, 6514, 297
595, 4603, 9100, 181
596, 8870, 3855, 773
597, 9278, 1532, 908
598, 4962, 4125, 883
599, 3101, 8630, 402
600, 5043, 2003, 96
601, 7810, 7192, 26
602, 1454, 4175, 672
603, 5278, 6973, 911
604, 3499, 5273, 351
605, 7729, 4815, 875
606, 3575, 8302, 779
607, 7360, 4599, 603
608, 834, 9660, 842
609, 5011, 1032, 579
610, 7731, 7107, 157
611, 4566, 2105, 19
612, 7926, 6202, 176
613, 4338, 6177, 847
614, 3635, 1592, 379
615, 6088, 7729, 404
616, 8057, 5078, 983
617, 289, 2384, 290
618, 6351, 1711, 507
619, 5754, 6495, 397
620, 8094, 9205, 755
621, 7780, 4657, 838
622, 8814, 3067, 284
623, 3583, 3286, 761
624, 8191, 5513, 714
625, 3556, 6743, 842
626, 7342, 9526, 282
627, 1328, 7309, 713
628, 8217, 8824, 578
629, 7261, 8080, 48
630, 4655, 1535, 419
631, 7240, 2690, 209
632, 2232, 5826, 740
633, 2466, 9786, 727
634, 287, 3398, 883
635, 2815, 1702, 633
636, 9753, 3512, 97
637, 8260, 5827, 107
638, 4035, 3249, 385
639, 8440, 9469, 615
640, 8072, 3806, 827
641, 9534, 5490, 892
642, 1647, 2536, 142
643, 7375, 9352, 732
644, 261, 9165, 720
645, 6688, 2605, 329
646, 6358, 7497, 705
647, 3905, 2000, 885
648, 791, 9884, 906
649, 4255, 2471, 852
650, 5233, 3268, 493
651, 2454, 8389, 118
652, 5127, 3988, 876
653, 4677, 7001, 989
654, 7306, 3029, 214
655, 4705, 5014, 151
656, 8685, 3005, 152
657, 2760, 8068, 811
658, 7705, 8422, 235
659, 9154, 2549, 490
660, 9137, 8534, 608
661, 3069, 2179, 684
662, 5264, 8007, 649
663, 9673, 1086, 792
664, 2959, 4793, 366
665, 9452, 5988, 230
666, 4052, 6825, 731
667, 6479, 2747, 477
668, 8151, 6638, 340
669, 4545, 1103, 704
670, 6018, 3829, 867
671, 6972, 7371, 701
672, 9971, 2383, 243
673, 9485, 3176, 757
674, 8006, 6434, 664
675, 3720, 6569, 620
676, 4471, 5914, 226
677, 6459, 2443, 844
678, 3445, 7020, 447
679, 2239, 2297, 182
680, 3860, 5052, 426
681, 964, 6367, 478
682, 5450, 1205, 952
683, 643, 2893, 858
684, 5304, 9440, 402
685, 6029, 8438, 767
686, 3232, 9440, 922
687, 5016, 7110, 530
688, 7459, 8651, 238
689, 2738, 2292, 545
690, 4508, 5719, 300
691, 8319, 6518, 654
692, 2774, 3527, 662
693, 6537, 5374, 263
694, 9892, 9235, 700
695, 7187, 2682, 596
696, 3076, 6619, 814
697, 4379, 6926, 549
698, 8148, 4458, 78
699, 9992, 8435, 284
700, 2773, 4783, 29
701, 5846, 2374, 597
702, 4246, 1657, 201
703, 2222, 9452, 148
704, 2870, 3796, 139
705, 7020, 8692, 416
706, 1510, 6338, 583
707, 2772, 8999, 679
708, 8317, 6037, 967
709, 5366, 4982, 404
710, 2980, 4072, 390
711, 1100, 9218, 871
712, 3092, 6550, 842
713, 6864, 9870, 256
714, 6894, 6972, 891
715, 8050, 6816, 720
716, 1623, 8947, 507
717, 3696, 4494, 440
718, 1090, 4543, 189
719, 4646, 6252, 866
720, 5270, 7309, 392
721, 4231, 3667, 892
722, 7570, 9183, 111
723, 1324, 5756, 123
724, 3367, 1407, 118
725, 8156, 5213, 117
726, 1094, 1180, 755
727, 5115, 3378, 228
728, 880, 9888, 381
729, 6801, 9688, 275
730, 2583, 8153, 329
731, 2440, 5311, 777
732, 121, 6890, 858
733, 663, 5514, 421
734, 3434, 1198, 910
735, 1836, 6985, 437
736, 7991, 8889, 160
737, 1551, 3131, 860
738, 8231, 7030, 470
739, 8077, 3500, 204
740, 7075, 5810, 253
741, 8551, 6095, 943
742, 2152, 1439, 255
743, 8317, 8939, 87
744, 1611, 6203, 706
745, 781, 3371, 325
746, 7675, 3519, 975
747, 3973, 2565, 962
748, 5090, 5711, 788
749, 9124, 7194, 103
750, 2864, 7685, 147
751, 7592, 3841, 395
752, 9127, 9115, 429
753, 4596, 3471, 334
754, 1322, 2327, 675
755, 3653, 6250, 276
756, 7655, 8026, 227
757, 4501, 3706, 409
758, 9330, 5521, 42
759, 1184, 1948, 969
760, 2502, 8578, 270
761, 3833, 8422, 307
762, 6358, 6124, 782
763, 5397, 4940, 478
764, 5640, 3888, 907
765, 5119, 4596, 654
766, 8598, 5310, 58
767, 4167, 3503, 25
768, 6796, 7594, 145
769, 6487, 7764, 460
770, 7571, 1580, 652
771, 5377, 1781, 584
772, 2882, 8439, 221
773, 2256, 5872, 16
774, 5814, 9935, 191
775, 9866, 9286, 175
776, 6692, 4693, 18
777, 7240, 4657, 993
778, 8342, 2733, 387
779, 1870, 4403, 865
780, 1385, 5830, 795
781, 7109, 8661, 381
782, 9440, 7211, 132
783, 1390, 6934, 665
784, 9186, 9857, 540
785, 4974, 4301, 544
786, 4985, 7055, 359
787, 3010, 7928, 561
788, 7560, 1944, 129
789, 3632, 2157, 743
790, 6297, 4131, 488
791, 9659, 6570, 36
792, 4210, 9555, 422
793, 749, 8988, 890
794, 3045, 5467, 129
795, 438, 2868, 503
796, 3818, 8020, 417
797, 1963, 8612, 350
798, 358, 2618, 345
799, 200, 8356, 685
800, 2753, 1452, 642
801, 9306, 5769, 685
802, 2278, 4462, 976
803, 586, 1116, 708
804, 6653, 2556, 412
805, 8100, 6081, 278
806, 4009, 9590, 60
807, 5913, 5800, 24
808, 4622, 3647, 725
809, 1879, 9245, 288
810, 8312, 3347, 939
811, 3440, 7300, 412
812, 8976, 1766, 971
813, 8574, 4045, 508
814, 9977, 4925, 253
815, 9945, 9391, 417
816, 3212, 9795, 462
817, 615, 2279, 538
818, 4665, 5330, 565
819, 1032, 1825, 833
820, 4662, 7399, 522
821, 5779, 4293, 457
822, 3122, 8352, 418
823, 3075, 4262, 879
824, 1265, 8035, 563
825, 7815, 3152, 759
826, 9527, 1635, 563
827, 3363, 6714, 962
828, 2134, 9842, 33
829, 2752, 1315, 990
830, 8540, 7676, 459
831, 5398, 5564, 674
832, 6851, 5053, 513
833, 3268, 8754, 53
834, 810, 3047, 930
835, 3968, 7800, 657
836, 1641, 4766, 794
837, 7581, 1070, 221
838, 7476, 9764, 240
839, 2399, 2855, 873
840, 677, 6035, 76
841, 5205, 7145, 584
842, 6652, 7157, 15
843, 6212, 3686, 731
844, 2337, 7466, 236
845, 339, 2878, 158
846, 3229, 8071, 747
847, 6267, 8269, 399
848, 6461, 2040, 730
849, 8323, 1064, 62
850, 6822, 2533, 500
851, 2289, 1265, 618
852, 7393, 3921, 737
853, 842, 7242, 359
854, 7785, 7505, 599
855, 5403, 4187, 625
856, 5558, 7547, 530
857, 9854, 6827, 511
858, 3458, 4488, 146
859, 4460, 2492, 648
860, 507, 3741, 908
861, 30, 4097, 702
862, 908, 5884, 684
863, 2482, 5647, 613
864, 5266, 6223, 853
865, 544, 2869, 138
866, 5395, 3972, 593
867, 6398, 9888, 811
868, 739, 6442, 139
869, 6255, 4848, 395
870, 2790, 4682, 637
871, 5267, 2785, 568
872, 5893, 9139, 530
873, 8453, 2795, 121
874, 9440, 7060, 718
875, 653, 7464, 629
876, 1561, 9003, 334
877, 2637, 5279, 998
878, 1206, 1480, 954
879, 6372, 7574, 703
880, 2970, 8447, 345
881, 248, 2628, 191
882, 5499, 3269, 927
883, 2711, 8329, 413
884, 5667, 2012, 26
885, 8623, 6268, 390
886, 70, 7097, 19
887, 5394, 4168, 325
888, 5492, 2331, 761
889, 2546, 1236, 528
890, 3250, 8016, 918
891, 3020, 4869, 794
892, 863, 6896, 567
893, 1481, 1645, 750
894, 9466, 8483, 127
895, 4051, 1329, 466
896, 2540, 9350, 885
897, 8347, 4974, 173
898, 1737, 1752, 906
899, 9227, 7550, 549
900, 8601, 3170, 425
901, 4977, 9861, 797
902, 1674, 1561, 441
903, 829, 1208, 102
904, 4025, 6409, 257
905, 3475, 3588, 869
906, 9641, 4443, 374
907, 4561, 5187, 641
908, 8350, 4789, 980
909, 6156, 6372, 667
910, 466, 9309, 123
911, 6242, 9646, 316
912, 9029, 9184, 289
913, 952, 2239, 913
914, 7849, 9159, 739
915, 7730, 9785, 536
916, 672, 8797, 962
917, 9103, 7302, 138
918, 5525, 7353, 91
919, 2002, 3982, 745
920, 4574, 2302, 815
921, 7716, 5673, 888
922, 1780, 8907, 267
923, 5304, 7715, 957
924, 912, 2748, 798
925, 6512, 5285, 569
926, 4448, 8343, 282
927, 3043, 1097, 824
928, 3174, 2622, 390
929, 5203, 9322, 793
930, 1255, 5594, 127
931, 6887, 1704, 114
932, 5694, 5648, 221
933, 7161, 2471, 865
934, 8092, 5239, 930
935, 6229, 4938, 428
936, 8300, 5038, 400
937, 5215, 3243, 232
938, 4146, 8752, 509
939, 7666, 1226, 184
940, 5986, 2462, 625
941, 5578, 2919, 254
942, 8182, 1262, 177
943, 6910, 4760, 607
944, 630, 9243, 898
945, 7753, 9093, 596
946, 7142, 5041, 963
947, 6753, 8662, 654
948, 3975, 8659, 886
949, 9121, 3749, 21
950, 3369, 2124, 841
951, 2984, 2257, 520
952, 1015, 7655, 349
953, 506, 4903, 566
954, 7670, 4795, 753
955, 4376, 7643, 638
956, 1797, 7888, 712
957, 1142, 2919, 626
958, 5859, 7986, 681
959, 4309, 1367, 678
960, 3802, 9771, 988
961, 3860, 5108, 445
962, 2536, 9070, 870
963, 1870, 1662, 45
964, 7021, 1435, 150
965, 9914, 5363, 913
966, 6449, 7253, 888
967, 9231, 3431, 87
968, 7813, 1686, 969
969, 7746, 1998, 867
970, 8936, 2060, 926
971, 6587, 6256, 517
972, 5495, 1198, 957
973, 1926, 1741, 918
974, 3378, 4154, 365
975, 6857, 6313, 403
976, 8668, 2405, 907
977, 2543, 7467, 547
978, 6584, 1216, 914
979, 3586, 4205, 617
980, 3113, 5542, 332
981, 2219, 9893, 375
982, 4597, 6687, 932
983, 3844, 4915, 133
984, 7322, 9222, 49
985, 4107, 5628, 83
986, 6474, 9215, 104
987, 7670, 8863, 493
988, 1216, 6746, 326
989, 2708, 7450, 726
990, 8917, 8795, 55
991, 9601, 3702, 322
992, 8087, 5900, 27
993, 71, 7933, 823
994, 2194, 7047, 137
995, 4300, 2655, 500
996, 1017, 1617, 351
997, 2458, 3697, 849
998, 7447, 9815, 498
999, 4354, 3972, 682
1000, 3717, 3458, 658
1001, 4698, 4135, 543
1002, 1503, 7955, 336
1003, 8705, 1368, 550
1004, 1567, 5893, 849
1005, 898, 4695, 908
1006, 1001, 9756, 951
1007, 1994, 5159, 887
1008, 3202, 6617, 518
1009, 7310, 8464, 437
1010, 9346, 6159, 978
1011, 8184, 7537, 984
1012, 6408, 1752, 330
1013, 4317, 7854, 317
1014, 1492, 8271, 203
1015, 8011, 1642, 700
1016, 281, 6685, 801
1017, 6452, 9348, 794
1018, 708, 2490, 826
1019, 9586, 3951, 980
1020, 5412, 5252, 471
1021, 9227, 4663, 183
1022, 293, 3642, 208
1023, 3119, 6642, 849
1024, 6598, 9761, 232
1025, 6767, 2052, 962
1026, 1143, 6878, 414
1027, 1432, 9374, 57
1028, 7459, 5594, 645
1029, 5256, 6108, 803
1030, 8269, 2844, 293
1031, 7615, 6837, 648
1032, 4998, 5096, 215
1033, 2577, 1027, 738
1034, 7517, 3366, 702
1035, 258, 9457, 892
1036, 7131, 5581, 772
1037, 7466, 3101, 713
1038, 3726, 9496, 253
1039, 2279, 7377, 48
1040, 9143, 1290, 730
1041, 2586, 1144, 959
1042, 9445, 2689, 174
1043, 8788, 8243, 625
1044, 8056, 4348, 415
1045, 9409, 2531, 879
1046, 6786, 9830, 257
1047, 7980, 2866, 546
1048, 7094, 9472, 569
1049, 7636, 8119, 786
1050, 6019, 4145, 555
1051, 1212, 9856, 708
1052, 6643, 5697, 860
1053, 4212, 7251, 383
1054, 4307, 7932, 651
1055, 1614, 6572, 432
1056, 6274, 2869, 370
1057, 7816, 2026, 99
1058, 9680, 1383, 999
1059, 2279, 7527, 725
1060, 563, 1244, 48
1061, 1525, 4352, 555
1062, 7918, 4164, 33
1063, 2140, 5671, 570
1064, 385, 6958, 449
1065, 6674, 2846, 335
1066, 8602, 5960, 32
1067, 5098, 5960, 917
1068, 2061, 9464, 566
1069, 7102, 7270, 688
1070, 1637, 1004, 415
1071, 7208, 4736, 818
1072, 6636, 2285, 370
1073, 1372, 4508, 698
1074, 668, 1735, 645
1075, 4682, 8795, 639
1076, 4962, 9261, 123
1077, 9219, 6174, 352
1078, 1695, 2834, 732
